row_index,Company,TypeName,Inches,Screen_name,Screen_Pixcel,cpu_brand,cpu_name,cpu_speedGHz,Ram,Memory,Gpu_brand,Gpu_name,OpSys,Weight,Price
503,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.4,85195
504,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"500GB HDD",Intel," HD Graphics 500",Windows,2.1,15931
505,Lenovo,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"16GB SSD",Intel," HD Graphics 400",Other,1.25,14119
506,Lenovo,Notebook,13.3,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.44,50563
507,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD +  1TB HDD",Intel," HD Graphics 620",Windows,2,65215
508,Acer,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"1TB HDD",Nvidia," GeForce MX150",Windows,2.2,32661
509,HP,Ultrabook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.34,70489
510,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",N/A,2.4,61219
511,Dell,Ultrabook,13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"128GB SSD",Intel," HD Graphics 620",Windows,1.29,47899
512,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,4,"500GB HDD",Nvidia," GeForce 940MX",Windows,2.2,34046
513,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Windows,2.18,44542
514,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,16,"256GB SSD +  2TB HDD",AMD," Radeon 530",Windows,2.2,64961
515,Xiaomi,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,16,"256GB SSD",Nvidia," GeForce MX150",N/A,1.95,74589
516,Asus,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,2,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.1,13054
517,HP,Notebook,15.6,"Touchscreen ",1366x768,Intel," Core i5 8250U ",1.60,4,"1TB HDD",Intel," UHD Graphics 620",Windows,2.04,27784
518,Asus,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,24,"512GB SSD",Nvidia," GeForce GTX1080",Windows,2.24,158135
519,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,2.04,47366
520,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX1050 Ti",Windows,3,80133
521,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.2,74539
522,HP,Ultrabook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.32,74539
523,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.64,68184
524,HP,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,1.63,36710
525,Dell,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Linux,2.8,47366
526,Lenovo,Notebook,24.0,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,2.02,71395
527,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,4,"1TB HDD",Nvidia," GeForce 920MX",Windows,2.2,42571
528,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,8,"2TB HDD",Nvidia," GeForce 920MX ",N/A,2.2,24456
529,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"500GB HDD",AMD," Radeon R5 M430",Windows,2.3,31169
530,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7440HQ ",2.80,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.9,73367
531,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,160520
532,Toshiba,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"500GB HDD",Intel," HD Graphics 620",Windows,2.0,45821
533,Asus,Notebook,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7500U ",2.70,8,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 960M",Windows,2,69211
534,Mediacom,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Celeron Quad Core N3450 ",1.10,4,"32GB SSD",Intel," HD Graphics 500",Windows,1.2,19660
535,Asus,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.3,87859
536,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,1.93,72940
538,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Pentium Quad Core N3710 ",1.60,4,"256GB SSD",Intel," HD Graphics 405",Windows,1.86,21258
539,HP,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,12,"1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.62,95851
540,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,1.87,45768
541,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen ",3200x1800,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.2,74539
542,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,1.6,39207
543,HP,Ultrabook,13.3,"IPS Panel Quad HD+ ",3200x1800,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.34,61006
544,Acer,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"1TB HDD",Nvidia," GeForce GTX 1050",Linux,2.4,42517
545,Asus,Notebook,15.6,N/A,1366x768,AMD," E-Series 7110 ",1.80,4,"500GB HDD",AMD," Radeon R2 Graphics",Windows,2,18595
546,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Intel," HD Graphics 620",Windows,2.1,37589
547,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"500GB HDD",Intel," HD Graphics 620",Windows,1.87,41825
548,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,4,"1TB HDD",Intel," HD Graphics 520",N/A,2.15,24634
549,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.86,21152
550,Lenovo,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.99,92121
551,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,2.2,26587
552,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.9,59513
553,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,143803
554,HP,Notebook,17.3,N/A,1600x900,Intel," Core i3 6006U 2",2.00,8,"1TB HDD",Intel," HD Graphics 520",Windows,2.65,28992
555,HP,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",Nvidia," GeForce 930MX",Windows,2.63,68198
556,Asus,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"500GB HDD",Intel," HD Graphics 500",Linux,2,11935
557,Mediacom,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Atom x5-Z8350 4",1.40,4,"32GB Flash Storage",Intel," HD Graphics",Windows,1.35,13586
559,HP,Notebook,15.6,"IPS Panel Full HD ",1920x1080,AMD," A10-Series A10-9620P ",2.50,6,"128GB SSD",AMD," Radeon 530",Windows,1.91,30311
560,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",AMD," Radeon R5 M420",Windows,2.18,32922
561,Acer,"2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Celeron Dual Core N3350 ",2.00,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.25,18595
562,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 7130U ",2.70,4,"128GB SSD",Intel," HD Graphics 620",Windows,2.05,33566
563,HP,Ultrabook,13.3,"IPS Panel Quad HD+ / Touchscreen ",3200x1800,Intel," Core M 6Y75 ",1.20,16,"512GB SSD",Intel," HD Graphics 515",Windows,1.16,104695
564,Lenovo,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," Quadro M620M",Windows,3.4,159787
565,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.5,44702
566,Dell,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i5 8250U ",1.60,8,"128GB SSD",Intel," UHD Graphics 620",Windows,1.21,85195
567,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7300U ",2.60,4,"500GB HDD",Intel," HD Graphics 620",Windows,1.93,51096
569,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Pentium Quad Core N4200 ",1.10,4,"500GB HDD",Intel," HD Graphics 505",Windows,2.2,18328
570,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.02,52747
571,HP,Workstation,17.3,N/A,1600x900,Intel," Core i5 7440HQ ",2.80,8,"500GB HDD",Nvidia," Quadro M1200",Windows,3.14,99154
572,HP,Notebook,14.0,N/A,1366x768,Intel," Pentium Quad Core N3710 ",1.60,8,"2TB HDD",Intel," HD Graphics 405",Windows,1.94,20726
573,HP,Notebook,15.6,"IPS Panel Full HD ",1920x1080,AMD," A9-Series A9-9420 3",3.00,6,"256GB SSD",AMD," Radeon 530",Windows,1.95,34579
574,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.3,44222
575,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.05,36497
576,Mediacom,Notebook,14.0,"Full HD ",1920x1080,Intel," Atom x5-Z8350 4",1.40,4,"32GB SSD",Intel," HD Graphics",Windows,1.4,13267
577,Toshiba,Ultrabook,14.0,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.24,99367
578,Lenovo,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6820HK ",2.70,32,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.6,141885
579,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7820HK ",2.90,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.14,145401
580,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",AMD," Radeon R5 M430",Linux,2.2,39907
581,Mediacom,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Celeron Quad Core N3450 ",1.10,4,"32GB SSD",Intel," HD Graphics 500",Windows,1.45,20726
582,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7300U ",2.60,8,"500GB HDD",Intel," HD Graphics 620",Windows,1.9,53734
583,HP,Notebook,13.3,"Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.49,38308
584,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,16,"256GB SSD",Nvidia," GeForce 930MX",Windows,1.93,81912
585,Dell,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"16GB Flash Storage",Intel," HD Graphics 400",Other,1.26,15718
586,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 6820HK ",2.70,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 980M",Windows,4.5,125155
587,HP,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,3.78,79813
588,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6600U ",2.60,12,"256GB SSD",Intel," HD Graphics 520",Windows,8.4,89137
589,Lenovo,Notebook,15.6,"Touchscreen ",1366x768,Intel," Core i7 8550U ",1.80,12,"1TB HDD",Intel," HD Graphics 620",Windows,2.2,32448
590,Asus,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.73,94306
591,Asus,"2 in 1 Convertible",15.6,"Touchscreen ",1366x768,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 520",Windows,2.2,39374
592,Lenovo,Notebook,15.6,"Full HD ",1920x1080,AMD," A12-Series 9720P ",3.60,12,"512GB SSD",AMD," Radeon 530",Windows,2.2,50563
593,Dell,"2 in 1 Convertible",31.6,"Touchscreen ",1366x768,Intel," Core M 7Y30 ",1.00,4,"128GB SSD",Intel," HD Graphics 615",Windows,1.39,32128
594,Samsung,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.5,90523
595,Lenovo,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",N/A,2.8,28185
596,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6100U ",2.30,8,"1TB HDD",Intel," HD Graphics 520",Windows,2.29,24456
597,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.37,107892
598,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Intel," HD Graphics 630",Windows,1.7,78535
599,Dell,"2 in 1 Convertible",12.5,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.34,88978
600,Dell,Workstation,15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," Quadro M620",Windows,2.06,93933
602,HP,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.1,35617
603,Acer,Notebook,14.0,"Full HD ",1920x1080,Intel," Celeron Quad Core N3450 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.6,17529
604,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 6820HK ",2.70,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 970M",Windows,4.14,117163
605,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",AMD," Radeon R5 M420",Linux,2.18,24775
606,MSI,Gaming,15.6,"4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  2TB HDD",Nvidia," GeForce GTX 1060",Windows,1.8,122491
607,Toshiba,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,8,"256GB SSD",Intel," HD Graphics 520",Windows,2.2,74539
608,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,6,"1TB HDD",Intel," HD Graphics 620",Windows,2.4,30050
609,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Intel," HD Graphics 630",Windows,2,69211
610,Acer,Notebook,14.0,N/A,1366x768,Intel," Pentium Quad Core N3710 ",1.60,4,"128GB Flash Storage",Intel," HD Graphics 405",Windows,1.6,18595
611,Lenovo,Notebook,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Xeon E3-1535M v6 ",3.10,32,"1TB SSD",Nvidia," Quadro M2200M",Windows,2.5,261019
612,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,16,"1TB HDD",Nvidia," GeForce GTX 960<U+039C>",Windows,2.59,46834
613,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U ",2.00,4,"1TB HDD",Intel," HD Graphics 520",Linux,2.18,23651
614,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U ",2.00,4,"1TB HDD",Intel," HD Graphics 520",Linux,2.25,19128
615,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7300U ",2.60,4,"500GB HDD",Intel," HD Graphics 620",Linux,1.93,46300
616,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,3,62231
618,HP,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.84,74006
619,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,2.94,120832
620,Acer,"2 in 1 Convertible",11.6,"IPS Panel Touchscreen ",1366x768,Intel," Celeron Quad Core N3160 ",1.60,4,"32GB Flash Storage",Intel," HD Graphics 400",Other,1.25,20193
621,HP,Notebook,14.0,N/A,1366x768,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.31,59887
622,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.65,78055
623,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"1TB HDD",AMD," Radeon 530",Windows,2.2,41345
624,Fujitsu,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.2,42571
625,HP,Notebook,15.6,N/A,1366x768,Intel," Core i5 6200U ",2.30,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.88,49657
627,Mediacom,Notebook,14.0,"Full HD ",1920x1080,Intel," Atom x5-Z8350 4",1.40,2,"32GB Flash Storage",Intel," HD Graphics",Windows,1.4,12734
628,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"128GB SSD",Intel," HD Graphics 620",N/A,2.2,24935
629,Asus,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,6,"1TB HDD",Intel," HD Graphics 620",Windows,1.5,34046
631,Asus,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,11.1,101232
632,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.62,78801
633,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"256GB SSD",Intel," UHD Graphics 620",Windows,1.8,44169
634,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",Nvidia," GeForce 920MX ",Windows,2.2,30849
635,Asus,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,8,"1TB HDD",Intel," HD Graphics 500",Windows,2,21259
636,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,1.99,48305
637,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen ",3200x1800,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.23,99580
638,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,2,"32GB Flash Storage",Intel," HD Graphics 400",Windows,1.42,13267
639,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.37,93635
640,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"1TB SSD",Nvidia," GeForce GTX 1050",Windows,2.06,127819
641,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050M",Windows,2.5,59088
642,HP,Notebook,17.0,N/A,1600x900,AMD," A9-Series 9420 3",3.00,8,"1TB HDD",AMD," Radeon R5",Windows,2.6,27754
643,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.14,130536
644,Asus,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"1TB HDD",Nvidia," GeForce GTX 1050 Ti",N/A,2.5,62284
645,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,2.4,23976
646,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"32GB Flash Storage",Intel," HD Graphics",Windows,1.43,14599
647,Acer,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," Graphics 620",Windows,1.8,48964
648,Razer,Gaming,14.0,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD",Nvidia," GeForce GTX 1060",Windows,1.95,138475
649,Toshiba,Notebook,13.3,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.2,64629
650,Lenovo,Ultrabook,12.5,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.36,84396
651,Asus,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6820HK ",2.70,32,"512GB SSD",Nvidia," GeForce GTX 1080",Windows,3.8,149131
653,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.2,77251
654,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.2,63499
655,HP,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",N/A,1.86,19442
657,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",AMD," Radeon 530",Windows,6.2,48964
659,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 960",Windows,3.31,63723
660,Dell,Gaming,17.3,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,32,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,167692
661,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 6300U ",2.40,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.56,65481
662,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"500GB HDD",Intel," HD Graphics 500",Windows,2.2,22324
663,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,4,"500GB HDD",Intel," HD Graphics 520",Windows,2.2,28505
664,HP,Notebook,15.6,N/A,1920x1080,Intel," Core i3 6006U 2",2.00,6,"1TB HDD",AMD," Radeon R5 M430",Windows,2.04,28718
666,Toshiba,Notebook,15.6,N/A,1366x768,Intel," Core i3 6100U ",2.10,4,"128GB SSD",Intel," HD Graphics 520",Windows,2.1,26533
668,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",AMD," Radeon 530",Windows,2.1,39694
670,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Linux,2.1,21951
671,Microsoft,Ultrabook,13.5,"Touchscreen ",2256x1504,Intel," Core i7 7600U ",2.80,8,"256GB SSD",Intel," Iris Plus Graphics 640",Windows,1.252,99519
672,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"128GB SSD +  1TB HDD",AMD," Radeon R5 M430",Windows,1.90,43580
673,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.3,55092
674,Lenovo,Notebook,35.6,N/A,1366x768,AMD," E-Series E2-9000 ",2.20,4,"128GB SSD",AMD," Radeon R2 Graphics",Windows,2.2,18595
